x1,x2,x3,x4,x5
4.0,11.0,0.5433800197445634,72.0,1.0
4.0,12.0,0.5403152275540112,73.0,1.0
2.0,9.0,0.4049504290130911,74.0,1.0
5.0,7.0,0.5950047488330148,75.0,1.0
1.0,7.0,0.5005289322443844,76.0,1.0
2.0,10.0,0.23420434751802335,77.0,1.0
3.0,11.0,0.5994850629619488,78.0,1.0
0.0,8.0,0.09706757204441886,79.0,1.0
0.0,9.0,0.04375605271970831,80.0,1.0
8.0,9.0,0.8992748563123502,81.0,1.0
1.0,8.0,0.340168938698944,82.0,1.0
3.0,12.0,0.09276368453275184,83.0,1.0
5.0,8.0,0.43674447883088513,84.0,1.0
0.0,10.0,0.1043498329854715,85.0,1.0
4.0,13.0,0.478352991566718,86.0,1.0
2.0,11.0,0.39982467319177417,87.0,1.0
0.0,11.0,0.11190515843660742,88.0,1.0
8.0,10.0,0.8696952726044285,89.0,1.0
2.0,12.0,0.1974596964393243,90.0,1.0
3.0,13.0,0.15825436003817986,91.0,1.0
7.0,7.0,0.7833271652257752,92.0,1.0
4.0,14.0,0.5423397155633108,93.0,1.0
8.0,11.0,0.9630773427543968,94.0,1.0
0.0,12.0,0.014653897296131499,95.0,1.0
6.0,11.0,0.6684100058177125,96.0,1.0
2.0,13.0,0.30193905234609636,97.0,1.0
5.0,9.0,0.5107846504875205,98.0,1.0
7.0,8.0,0.9003583900377035,99.0,1.0
4.0,15.0,0.7176206527242626,100.0,1.0
1.0,9.0,0.416793342992845,101.0,1.0
5.0,10.0,0.7543049791572178,102.0,1.0
0.0,13.0,0.052016465801427145,103.0,1.0
4.0,16.0,0.3617857757677503,104.0,1.0
6.0,12.0,0.740227431481393,105.0,1.0
1.0,10.0,0.2865011870695108,106.0,1.0
6.0,13.0,0.7150783829999704,107.0,1.0
6.0,14.0,0.7481512732065948,108.0,1.0
1.0,11.0,0.08936304026129889,109.0,1.0
6.0,15.0,0.7135157458064126,110.0,1.0
7.0,9.0,0.7564303259846976,111.0,1.0
4.0,17.0,0.34336881682687137,112.0,1.0
7.0,10.0,0.7054334917852935,113.0,1.0
7.0,11.0,0.9588149848107731,114.0,1.0
8.0,12.0,0.9270485075986427,115.0,1.0
1.0,12.0,0.02227078620011798,116.0,1.0
7.0,12.0,0.8068908808303523,117.0,1.0
0.0,14.0,0.012548479449740784,118.0,1.0
1.0,13.0,0.1302816902284907,119.0,1.0
2.0,14.0,0.2196331757039583,120.0,1.0
5.0,11.0,0.6731532736121466,121.0,1.0
8.0,13.0,0.9308282611702233,122.0,1.0
6.0,16.0,0.6930046235902031,123.0,1.0
4.0,18.0,0.35640905517551813,124.0,1.0
1.0,14.0,0.15701061156111779,125.0,1.0
7.0,13.0,0.832306698125014,126.0,1.0
8.0,14.0,0.8243350690889405,127.0,1.0
1.0,15.0,0.1281609969078603,128.0,1.0
1.0,16.0,0.09133153521657278,129.0,1.0
3.0,14.0,0.443190392781066,130.0,1.0
5.0,12.0,0.2564400531048207,131.0,1.0
4.0,19.0,0.4295379940983173,132.0,1.0
4.0,20.0,0.6465169041854807,133.0,1.0
4.0,21.0,0.7722014397132976,134.0,1.0
7.0,14.0,0.686094027326147,135.0,1.0
4.0,22.0,0.39629677520539036,136.0,1.0
7.0,15.0,0.5653234112378764,137.0,1.0
1.0,17.0,0.2255617737057328,138.0,1.0
8.0,15.0,0.7775602417586085,139.0,1.0
6.0,17.0,0.7951149052719617,140.0,1.0
5.0,13.0,0.6960099416348688,141.0,1.0
2.0,15.0,0.4302983587842286,142.0,1.0
2.0,16.0,0.3598221300577406,143.0,1.0
5.0,14.0,0.5954238292499374,144.0,1.0
8.0,16.0,0.9355480639757112,145.0,1.0
7.0,16.0,0.9413931673778139,146.0,1.0
3.0,15.0,0.38749594109972557,147.0,1.0
1.0,18.0,0.1257294879145476,148.0,1.0
6.0,18.0,0.6279310936476837,149.0,1.0
5.0,15.0,0.5875592688511347,150.0,1.0
3.0,16.0,0.41660567917743463,151.0,1.0
0.0,15.0,0.10983118583292795,152.0,1.0
7.0,17.0,0.7806654897742551,153.0,1.0
0.0,16.0,0.0358475763468844,154.0,1.0
4.0,23.0,0.600767189922702,155.0,1.0
0.0,17.0,0.0078100068136569495,156.0,1.0
8.0,17.0,0.9575260029044944,157.0,1.0
8.0,18.0,0.8528493049375617,158.0,1.0
4.0,24.0,0.49454616453458794,159.0,1.0
1.0,19.0,0.3519934709926145,160.0,1.0
4.0,25.0,0.38415991830072926,161.0,1.0
7.0,18.0,0.7758080835899426,162.0,1.0
1.0,20.0,0.3472208441287949,163.0,1.0
5.0,16.0,0.6425771332327991,164.0,1.0
4.0,26.0,0.408507739456489,165.0,1.0
5.0,17.0,0.7293634767487746,166.0,1.0
3.0,17.0,0.2676503993484979,167.0,1.0
4.0,27.0,0.3288849467259077,168.0,1.0
4.0,28.0,0.3435131271692993,169.0,1.0
8.0,19.0,0.8444329923959143,170.0,1.0
4.0,29.0,0.38855394815899624,171.0,1.0
6.0,19.0,0.5473735766101375,172.0,1.0
6.0,20.0,0.8050215014862551,173.0,1.0
5.0,18.0,0.7013867706872485,174.0,1.0
2.0,17.0,0.3249113274026927,175.0,1.0
0.0,18.0,0.20282035283009844,176.0,1.0
8.0,20.0,0.9171346511529176,177.0,1.0
6.0,21.0,0.7784809776834204,178.0,1.0
5.0,19.0,0.6462768270514134,179.0,1.0
0.0,19.0,0.07128289773396115,180.0,1.0
3.0,18.0,0.5606412001136276,181.0,1.0
0.0,20.0,0.007289104668858987,182.0,1.0
3.0,19.0,0.7516384998046199,183.0,1.0
4.0,30.0,0.49771198800064365,184.0,1.0
1.0,21.0,0.27843676655078814,185.0,1.0
5.0,20.0,0.5363825448748147,186.0,1.0
2.0,18.0,0.3734298401161087,187.0,1.0
7.0,19.0,0.8127043991393282,188.0,1.0
8.0,21.0,0.90983636184188,189.0,1.0
2.0,19.0,0.16609441441547745,190.0,1.0
6.0,22.0,0.8917842666795426,191.0,1.0
8.0,22.0,0.6381253548125471,192.0,1.0
7.0,20.0,0.7769079984645173,193.0,1.0
4.0,31.0,0.7156738366974923,194.0,1.0
3.0,20.0,0.3352322222484499,195.0,1.0
0.0,21.0,0.2190803075911489,196.0,1.0
8.0,23.0,0.9880523399986636,197.0,1.0
4.0,32.0,0.3314508338137089,198.0,1.0
4.0,33.0,0.1481595175832259,199.0,1.0
4.0,34.0,0.4239588601448819,200.0,1.0
3.0,21.0,0.40704065128912226,201.0,1.0
3.0,22.0,0.3756115844897383,202.0,1.0
2.0,20.0,0.14117071609639692,203.0,1.0
3.0,23.0,0.24368409995398133,204.0,1.0
7.0,21.0,0.9231142939344764,205.0,1.0
0.0,22.0,0.08985398028377498,206.0,1.0
4.0,35.0,0.6149515372033342,207.0,1.0
5.0,21.0,0.34165756160219607,208.0,1.0
2.0,21.0,0.38385541488573033,209.0,1.0
8.0,24.0,0.9658403584907599,210.0,1.0
2.0,22.0,0.3504636752658452,211.0,1.0
7.0,22.0,0.8979864196227091,212.0,1.0
2.0,23.0,0.48468052724893307,213.0,1.0
8.0,25.0,0.6872451310053165,214.0,1.0
3.0,24.0,0.27861220680765053,215.0,1.0
7.0,23.0,0.9665763173384578,216.0,1.0
5.0,22.0,0.6551059506845957,217.0,1.0
5.0,23.0,0.7523067125274462,218.0,1.0
5.0,24.0,0.443198038230272,219.0,1.0
6.0,23.0,0.7627385113232795,220.0,1.0
8.0,26.0,0.9989519788977771,221.0,1.0
1.0,22.0,0.3012264611100946,222.0,1.0
6.0,24.0,0.7781361293127247,223.0,1.0
2.0,24.0,0.6615405042940464,224.0,1.0
6.0,25.0,0.6041596278164979,225.0,1.0
8.0,27.0,0.6952485204683789,226.0,1.0
6.0,26.0,0.670905782486197,227.0,1.0
6.0,27.0,0.5835339249109727,228.0,1.0
2.0,25.0,0.41736906679422553,229.0,1.0
1.0,23.0,0.22322865929525937,230.0,1.0
7.0,24.0,0.8241801251303607,231.0,1.0
3.0,25.0,0.42373326935965716,232.0,1.0
0.0,23.0,0.15942498548695447,233.0,1.0
1.0,24.0,0.20686334239242318,234.0,1.0
2.0,26.0,0.3325593475674547,235.0,1.0
0.0,24.0,0.04331357508256774,236.0,1.0
7.0,25.0,0.8415423751138401,237.0,1.0
1.0,25.0,0.39260667254616194,238.0,1.0
5.0,25.0,0.7033571678850573,239.0,1.0
8.0,28.0,0.783012406825236,240.0,1.0
7.0,26.0,0.9020934554565151,241.0,1.0
2.0,27.0,0.21761687453877834,242.0,1.0
7.0,27.0,0.8438945939473461,243.0,1.0
7.0,28.0,0.739255874753897,244.0,1.0
7.0,29.0,0.8011808377919837,245.0,1.0
6.0,28.0,0.7975714749437408,246.0,1.0
1.0,26.0,0.2481521856665004,247.0,1.0
1.0,27.0,0.21132047430186465,248.0,1.0
1.0,28.0,0.2429110719480961,249.0,1.0
6.0,29.0,0.6906939745632583,250.0,1.0
3.0,26.0,0.34906530071098807,251.0,1.0
8.0,29.0,0.9442462238385281,252.0,1.0
8.0,30.0,0.8175011881050459,253.0,1.0
0.0,25.0,0.3556721339392792,254.0,1.0
3.0,27.0,0.477311011645174,255.0,1.0
6.0,30.0,0.18008345799789732,256.0,1.0
2.0,28.0,0.20853047214101714,257.0,1.0
1.0,29.0,0.30111842988269183,258.0,1.0
6.0,31.0,0.40272921236986037,259.0,1.0
6.0,32.0,0.6428981769275179,260.0,1.0
0.0,26.0,0.5780416701474873,261.0,1.0
6.0,33.0,0.9624045590105657,262.0,1.0
6.0,34.0,0.845593378494473,263.0,1.0
5.0,26.0,0.8642787015310422,264.0,1.0
2.0,29.0,0.3304286615569864,265.0,1.0
6.0,35.0,0.9466172529649439,266.0,1.0
8.0,31.0,0.8502630138632967,267.0,1.0
1.0,30.0,0.06929137157666822,268.0,1.0
5.0,27.0,0.5305991031094512,269.0,1.0
5.0,28.0,0.5081760222783344,270.0,1.0
6.0,36.0,0.7389209724034458,271.0,1.0
8.0,32.0,0.8518988866649454,272.0,1.0
6.0,37.0,0.8425276434654686,273.0,1.0
0.0,27.0,0.06204164610748361,274.0,1.0
6.0,38.0,0.4552269460737196,275.0,1.0
3.0,28.0,0.36853031836803285,276.0,1.0
6.0,39.0,0.7734682964621663,277.0,1.0
5.0,29.0,0.7537588418599757,278.0,1.0
4.0,36.0,0.5479223465262143,279.0,1.0
6.0,40.0,0.5767191098226468,280.0,1.0
3.0,29.0,0.39421651320424816,281.0,1.0
0.0,28.0,0.11937519120747511,282.0,1.0
8.0,33.0,0.8403286923205197,283.0,1.0
4.0,37.0,0.44207090415572475,284.0,1.0
1.0,31.0,0.260650853661695,285.0,1.0
5.0,30.0,0.6581245143808611,286.0,1.0
2.0,30.0,0.25863562150403185,287.0,1.0
8.0,34.0,0.990629108746896,288.0,1.0
7.0,30.0,0.9376218442847988,289.0,1.0
3.0,30.0,0.4773615186609786,290.0,1.0
5.0,31.0,0.7207727341359952,291.0,1.0
7.0,31.0,0.5795923221912627,292.0,1.0
4.0,38.0,0.49355089354365356,293.0,1.0
8.0,35.0,0.9934293848901885,294.0,1.0
4.0,39.0,0.29637353653589776,295.0,1.0
8.0,36.0,0.9627414107535963,296.0,1.0
4.0,40.0,0.812881292503361,297.0,1.0
2.0,31.0,0.16847895119380146,298.0,1.0
7.0,32.0,0.8748941162043095,299.0,1.0
1.0,32.0,0.46439560544381825,300.0,1.0
0.0,29.0,0.07862833503153514,301.0,1.0
0.0,30.0,0.23074198025504242,302.0,1.0
0.0,31.0,0.08819404329784686,303.0,1.0
0.0,32.0,0.01552481215421144,304.0,1.0
0.0,33.0,0.22455995902421577,305.0,1.0
1.0,33.0,0.2096811168886504,306.0,1.0
7.0,33.0,0.9839560364399005,307.0,1.0
0.0,34.0,0.013513165604530513,308.0,1.0
8.0,37.0,0.9900340526362883,309.0,1.0
7.0,34.0,0.922534488564837,310.0,1.0
6.0,41.0,0.866162782020707,311.0,1.0
4.0,41.0,0.5055372046975061,312.0,1.0
3.0,31.0,0.29757397463247554,313.0,1.0
7.0,35.0,0.8652514295893537,314.0,1.0
0.0,35.0,0.008996886053330974,315.0,1.0
4.0,42.0,0.5375200508373904,316.0,1.0
7.0,36.0,0.9433404522181399,317.0,1.0
8.0,38.0,0.7970373060685,318.0,1.0
7.0,37.0,0.8779801614493791,319.0,1.0
0.0,36.0,0.0626816290721418,320.0,1.0
1.0,34.0,0.212583013871569,321.0,1.0
7.0,38.0,0.764367495866021,322.0,1.0
0.0,37.0,0.2388493489953845,323.0,1.0
1.0,35.0,0.14552221352624173,324.0,1.0
0.0,38.0,0.04824395785528606,325.0,1.0
5.0,32.0,0.46263675664968856,326.0,1.0
3.0,32.0,0.5133218863781346,327.0,1.0
1.0,36.0,0.2964827354701483,328.0,1.0
3.0,33.0,0.35535713891250975,329.0,1.0
6.0,42.0,0.768249209967973,330.0,1.0
5.0,33.0,0.5833001237784409,331.0,1.0
3.0,34.0,0.48681451398635367,332.0,1.0
6.0,43.0,0.8153805058279053,333.0,1.0
4.0,43.0,0.5351767951387467,334.0,1.0
1.0,37.0,0.17659166707999363,335.0,1.0
2.0,32.0,0.483396848835181,336.0,1.0
6.0,44.0,0.7813010659526637,337.0,1.0
2.0,33.0,0.25540794737141004,338.0,1.0
0.0,39.0,0.0399753318068222,339.0,1.0
3.0,35.0,0.4345532033722518,340.0,1.0
7.0,39.0,0.8420048218866448,341.0,1.0
1.0,38.0,0.14212644895982654,342.0,1.0
3.0,36.0,0.3608047802293002,343.0,1.0
0.0,40.0,0.0004539729256045657,344.0,1.0
4.0,44.0,0.3996479131334949,345.0,1.0
0.0,41.0,0.043467326370647826,346.0,1.0
0.0,42.0,0.19042053404076034,347.0,1.0
5.0,34.0,0.7479270057005535,348.0,1.0
2.0,34.0,0.4038029607601216,349.0,1.0
3.0,37.0,0.4613162967633108,350.0,1.0
0.0,43.0,0.3350242936144987,351.0,1.0
1.0,39.0,0.4947846570278414,352.0,1.0
7.0,40.0,0.8438759189738716,353.0,1.0
8.0,39.0,0.9839078685979563,354.0,1.0
5.0,35.0,0.534470420138779,355.0,1.0
7.0,41.0,0.7178516719982757,356.0,1.0
2.0,35.0,0.09635681121251916,357.0,1.0
0.0,44.0,0.10617486516929117,358.0,1.0
7.0,42.0,0.8420800762731234,359.0,1.0
2.0,36.0,0.3232207369488611,360.0,1.0
5.0,36.0,0.6868191578502901,361.0,1.0
3.0,38.0,0.23930236957270484,362.0,1.0
0.0,45.0,0.003923318907788931,363.0,1.0
0.0,46.0,0.0340519827661086,364.0,1.0
6.0,45.0,0.5533339506239714,365.0,1.0
0.0,47.0,0.16104391818300784,366.0,1.0
0.0,48.0,0.08251455362101692,367.0,1.0
2.0,37.0,0.3663149040717493,368.0,1.0
5.0,37.0,0.48079542474016174,369.0,1.0
5.0,38.0,0.49749527013811895,370.0,1.0
2.0,38.0,0.562058311333797,371.0,1.0
4.0,45.0,0.6682531084131685,372.0,1.0
2.0,39.0,0.5186815020100973,373.0,1.0
8.0,40.0,0.9831462423694184,374.0,1.0
0.0,49.0,0.12461647442479942,375.0,1.0
4.0,46.0,0.3769414170303093,376.0,1.0
3.0,39.0,0.5185512043581598,377.0,1.0
1.0,40.0,0.12038079663583973,378.0,1.0
5.0,39.0,0.5360665189408587,379.0,1.0
7.0,43.0,0.6735380009295052,380.0,1.0
4.0,47.0,0.40827798451983305,381.0,1.0
6.0,46.0,0.6459678917024384,382.0,1.0
2.0,40.0,0.2414491044655784,383.0,1.0
7.0,44.0,0.8563420290320091,384.0,1.0
5.0,40.0,0.6620117125992737,385.0,1.0
4.0,48.0,0.4399155180539241,386.0,1.0
5.0,41.0,0.48152035968192575,387.0,1.0
8.0,41.0,0.9392482462751562,388.0,1.0
6.0,47.0,0.8772854646796859,389.0,1.0
6.0,48.0,0.7260201964182975,390.0,1.0
6.0,49.0,0.6640015216267018,391.0,1.0
4.0,49.0,0.5840306918101139,392.0,1.0
1.0,41.0,0.2179184177379735,393.0,1.0
8.0,42.0,0.9700254022836043,394.0,1.0
6.0,50.0,0.8509719427426772,395.0,1.0
5.0,42.0,0.38357435090797537,396.0,1.0
4.0,50.0,0.695602251313832,397.0,1.0
5.0,43.0,0.6309395934277893,398.0,1.0
0.0,50.0,0.04293636554650665,399.0,1.0
5.0,44.0,0.6315346922730664,400.0,1.0
8.0,43.0,0.896937045665154,401.0,1.0
0.0,51.0,0.3017367601210399,402.0,1.0
8.0,44.0,0.7331835329479575,403.0,1.0
0.0,52.0,0.48159349015320224,404.0,1.0
4.0,51.0,0.5535053279184317,405.0,1.0
4.0,52.0,0.4976478845581643,406.0,1.0
3.0,40.0,0.41523696124538495,407.0,1.0
2.0,41.0,0.5642815417416442,408.0,1.0
0.0,53.0,0.15425258262062766,409.0,1.0
2.0,42.0,0.3974152533090535,410.0,1.0
4.0,53.0,0.4085037949689302,411.0,1.0
8.0,45.0,0.875551235964073,412.0,1.0
7.0,45.0,0.870583180994738,413.0,1.0
5.0,45.0,0.26931608862500284,414.0,1.0
3.0,41.0,0.7045536048825813,415.0,1.0
4.0,54.0,0.6709080901967693,416.0,1.0
4.0,55.0,0.25603368300234974,417.0,1.0
1.0,42.0,0.4153074048321696,418.0,1.0
8.0,46.0,0.983457423186245,419.0,1.0
0.0,54.0,0.26592491741299157,420.0,1.0
1.0,43.0,0.2615426013968919,421.0,1.0
0.0,55.0,0.008068153573808853,422.0,1.0
2.0,43.0,0.10735217984276625,423.0,1.0
6.0,51.0,0.8732041497746791,424.0,1.0
7.0,46.0,0.8365592696976367,425.0,1.0
8.0,47.0,0.7437627326922748,426.0,1.0
2.0,44.0,0.26930074577789787,427.0,1.0
1.0,44.0,0.035160430304725175,428.0,1.0
6.0,52.0,0.7951574346794302,429.0,1.0
2.0,45.0,0.4486229536867194,430.0,1.0
7.0,47.0,0.8960063279063012,431.0,1.0
5.0,46.0,0.7811391304831538,432.0,1.0
2.0,46.0,0.30435028550652693,433.0,1.0
2.0,47.0,0.19936990928846338,434.0,1.0
5.0,47.0,0.6126403291347375,435.0,1.0
5.0,48.0,0.7090677511193297,436.0,1.0
1.0,45.0,0.3768073557320235,437.0,1.0
4.0,56.0,0.6303886103262061,438.0,1.0
2.0,48.0,0.32616495925444594,439.0,1.0
8.0,48.0,0.9182795738533928,440.0,1.0
5.0,49.0,0.40882056415956186,441.0,1.0
6.0,53.0,0.8069726306423392,442.0,1.0
0.0,56.0,0.00605058376232405,443.0,1.0
8.0,49.0,0.9337134655929161,444.0,1.0
0.0,57.0,0.1681712624896853,445.0,1.0
4.0,57.0,0.38812628125567444,446.0,1.0
2.0,49.0,0.33209285151101053,447.0,1.0
6.0,54.0,0.619007451815623,448.0,1.0
0.0,58.0,0.06709720985432213,449.0,1.0
2.0,50.0,0.20354400794899663,450.0,1.0
6.0,55.0,0.6370587861002311,451.0,1.0
1.0,46.0,0.1588807474917422,452.0,1.0
7.0,48.0,0.7179943941535177,453.0,1.0
5.0,50.0,0.2427351877677121,454.0,1.0
6.0,56.0,0.687239042163548,455.0,1.0
1.0,47.0,0.09966172307116088,456.0,1.0
6.0,57.0,0.7412560175813868,457.0,1.0
5.0,51.0,0.37681792242724027,458.0,1.0
1.0,48.0,0.12842677729546792,459.0,1.0
3.0,42.0,0.28968566520090966,460.0,1.0
3.0,43.0,0.46634286641351846,461.0,1.0
4.0,58.0,0.5789810389999172,462.0,1.0
2.0,51.0,0.18722978327275094,463.0,1.0
3.0,44.0,0.46765606244555163,464.0,1.0
7.0,49.0,0.6493489785744488,465.0,1.0
0.0,59.0,0.026133446931484155,466.0,1.0
0.0,60.0,0.08389335618614986,467.0,1.0
6.0,58.0,0.5921919580976752,468.0,1.0
7.0,50.0,0.8051237422952925,469.0,1.0
1.0,49.0,0.11931940803044598,470.0,1.0
0.0,61.0,0.019574325599178186,471.0,1.0
1.0,50.0,0.2835056164473205,472.0,1.0
5.0,52.0,0.6595434348778249,473.0,1.0
7.0,51.0,0.803612751977832,474.0,1.0
4.0,59.0,0.44023046339079835,475.0,1.0
5.0,53.0,0.771734971528537,476.0,1.0
8.0,50.0,0.9881279868166502,477.0,1.0
7.0,52.0,0.9810161104319878,478.0,1.0
5.0,54.0,0.7504272995456415,479.0,1.0
5.0,55.0,0.48778810301393516,480.0,1.0
1.0,51.0,0.15039813268778596,481.0,1.0
0.0,62.0,0.0586206704195535,482.0,1.0
4.0,60.0,0.4921890638348523,483.0,1.0
5.0,56.0,0.45022709756317086,484.0,1.0
2.0,52.0,0.28342435037435443,485.0,1.0
7.0,53.0,0.7307627300423618,486.0,1.0
1.0,52.0,0.1571231996996098,487.0,1.0
4.0,61.0,0.7725348228675568,488.0,1.0
4.0,62.0,0.7608013024436862,489.0,1.0
2.0,53.0,0.2670234191923101,490.0,1.0
1.0,53.0,0.18557277425441623,491.0,1.0
5.0,57.0,0.7966269272829057,492.0,1.0
3.0,45.0,0.2199199742213465,493.0,1.0
3.0,46.0,0.2490809491081033,494.0,1.0
7.0,54.0,0.4239662233570971,495.0,1.0
4.0,63.0,0.5736103998135849,496.0,1.0
5.0,58.0,0.5748647425242425,497.0,1.0
0.0,63.0,0.0674335350324074,498.0,1.0
5.0,59.0,0.7691180998617978,499.0,1.0
8.0,51.0,0.9403959007479123,500.0,1.0
5.0,60.0,0.5889384212029186,501.0,1.0
0.0,64.0,0.020751565337063366,502.0,1.0
4.0,64.0,0.5360776906283233,503.0,1.0
3.0,47.0,0.2593606990484142,504.0,1.0
6.0,59.0,0.661015561641601,505.0,1.0
3.0,48.0,0.7350899080196468,506.0,1.0
3.0,49.0,0.5029307290727204,507.0,1.0
7.0,55.0,0.628703654192515,508.0,1.0
2.0,54.0,0.2852049304236229,509.0,1.0
8.0,52.0,0.8606276673884049,510.0,1.0
7.0,56.0,0.7900403859917852,511.0,1.0
4.0,65.0,0.3682114300963707,512.0,1.0
1.0,54.0,0.05245390012279401,513.0,1.0
0.0,65.0,0.02074425362341726,514.0,1.0
2.0,55.0,0.2584111038669397,515.0,1.0
3.0,50.0,0.31352195612778544,516.0,1.0
3.0,51.0,0.3033986047678773,517.0,1.0
8.0,53.0,0.9386881752121288,518.0,1.0
7.0,57.0,0.847882164117523,519.0,1.0
6.0,60.0,0.832502681178994,520.0,1.0
5.0,61.0,0.5514026856124333,521.0,1.0
4.0,66.0,0.14836582634543288,522.0,1.0
7.0,58.0,0.5996440305622962,523.0,1.0
8.0,54.0,0.8397189346537381,524.0,1.0
7.0,59.0,0.7944737676887779,525.0,1.0
4.0,67.0,0.3765142791229467,526.0,1.0
8.0,55.0,0.8002791196605048,527.0,1.0
7.0,60.0,0.7657522079191937,528.0,1.0
5.0,62.0,0.5197129009347174,529.0,1.0
4.0,68.0,0.2169744183721273,530.0,1.0
1.0,55.0,0.2076918709794726,531.0,1.0
5.0,63.0,0.6938785774253435,532.0,1.0
8.0,56.0,0.8572254759950972,533.0,1.0
1.0,56.0,0.2662529280724874,534.0,1.0
6.0,61.0,0.6505365032430549,535.0,1.0
3.0,52.0,0.6218579747226584,536.0,1.0
8.0,57.0,0.7722884649286668,537.0,1.0
0.0,66.0,0.07182613626377407,538.0,1.0
6.0,62.0,0.7190582547361093,539.0,1.0
3.0,53.0,0.4245095949744389,540.0,1.0
6.0,63.0,0.7438522583244945,541.0,1.0
2.0,56.0,0.32221812375010267,542.0,1.0
4.0,69.0,0.7278345144053979,543.0,1.0
1.0,57.0,0.064791788567526,544.0,1.0
5.0,64.0,0.6318425739335783,545.0,1.0
2.0,57.0,0.3609777989862745,546.0,1.0
2.0,58.0,0.06907550671813723,547.0,1.0
7.0,61.0,0.7079111877930288,548.0,1.0
4.0,70.0,0.6259857492193492,549.0,1.0
1.0,58.0,0.07125316237134799,550.0,1.0
2.0,59.0,0.36978307402596344,551.0,1.0
6.0,64.0,0.5936057773757198,552.0,1.0
7.0,62.0,0.8871401277091956,553.0,1.0
2.0,60.0,0.4565914947365692,554.0,1.0
1.0,59.0,0.01319888248484135,555.0,1.0
2.0,61.0,0.40899786837376195,556.0,1.0
0.0,67.0,0.23357497758020931,557.0,1.0
4.0,71.0,0.2500305585424084,558.0,1.0
8.0,58.0,0.9102709517508327,559.0,1.0
3.0,54.0,0.5436619185988834,560.0,1.0
